"File Number","Facility","City","County","Bed Size","Number of Substantiated Complaints","Sanctions/Final Orders","Fine Amount","Total Deficiencies","Class 1","Class 2","Class 3","Class 4","Unclassified","Number of Activities","Activities","Number of Nurse Availability","Nurse Availability","Number of Special Programs and Services","Special Programs and Services"
"11910631","HIDDEN LAKES SENIOR LIVING COMMUNITY","VERO BEACH","Indian River","17","0","0","$0.00","2","0","0","2","0","0","1","Direct 24hr","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910635","MRM BOARDING HOME","PINELLAS PARK","Pinellas","8","1","1","$500.00","9","0","0","8","0","1","2","Direct 24hr|Direct Part-Time","4","Dancing|Games/Cards|Shopping|Theater and Movies","2","Occupational Therapy|Physical Therapy"
"11910636","MASONIC HOME OF FLORIDA","SAINT PETERSBURG","Pinellas","102","1","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Audiology|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910644","APOLLO GARDENS RETIREMENT RESIDENCE CARE, INC.","HOLLYWOOD","Broward","57","2","1","$500.00","6","0","0","4","1","1","2","Direct Part-Time|3rd Party Part-Time","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11910658","BROWARD HOUSE, INC.","FORT LAUDERDALE","Broward","60","2","1","$500.00","3","0","0","1","1","1","1","Direct 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11910662","COVENANT LIVING OF FLORIDA","PLANTATION","Broward","55","1","0","$0.00","3","0","0","1","2","0","3","Direct 24hr|Direct Part-Time|3rd Party Part-Time","7","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11910672","FOREST TRACE SENIOR LIVING","LAUDERHILL","Broward","262","7","3","$20,500.00","16","0","4","12","0","0","2","Direct Part-Time|3rd Party Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","6","Audiology|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910686","INDEPENDENCE HALL","WILTON MANORS","Broward","125","3","0","$0.00","6","0","0","5","1","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11910689","THE POINTE AT PLANTATION","PLANTATION","Broward","70","2","1","$10,000.00","3","0","0","2","0","1","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11910692","JOHN KNOX VILLAGE OF FLORIDA, INC.","POMPANO BEACH","Broward","64","2","1","$500.00","2","0","0","1","0","1","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910698","LINCOLN MANOR","HOLLYWOOD","Broward","56","0","2","$500.00","3","0","0","3","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Other","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910699","WILLOW BAY SENIOR RESORT","DEERFIELD BEACH","Broward","130","0","0","$0.00","2","0","0","2","0","0","1","Direct Part-Time","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Pet Therapy"
"11910705","OASIS AT MARGATE ASSISTED LIVING FACILITY","MARGATE","Broward","101","5","1","$500.00","11","0","0","9","0","2","1","Direct Part-Time","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11910708","HORIZON ALF","FORT LAUDERDALE","Broward","47","6","0","$0.00","13","0","0","13","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Music Programs|Shopping|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11910710","MERRIMENT ASSISTED LIVING RESIDENCE","HOLLYWOOD","Broward","50","5","2","$1,500.00","9","0","0","7","1","1","1","Direct 24hr","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","4","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy"
"11910711","MIDTOWN ASSISTED LIVING RESIDENCE","HOLLYWOOD","Broward","105","9","3","$500.00","19","0","1","15","2","1","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings|Theater and Movies","NR","NR"
"11910716","NORTHLAKE LIVING","HOLLYWOOD","Broward","114","2","1","$0.00","15","0","0","13","2","0","1","Direct Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Shopping|Social Events/Outings","2","Pet Therapy|Physical Therapy"
"11910720","THE COLONY CLUB ALF","SUNRISE","Broward","110","8","0","$0.00","6","0","0","6","0","0","2","Direct 24hr|Direct Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910722","SALMOS 23 NO. 8, LLC","LAUDERHILL","Broward","128","5","0","$0.00","5","0","0","3","1","1","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11910731","ST JOSEPH RESIDENCE, INC.","LAUDERDALE LAKES","Broward","90","0","1","$1,000.00","1","0","0","0","0","1","1","Direct 24hr","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11910732","GOLDEN AGE RESIDENCES, LLC","PLANTATION","Broward","29","2","0","$0.00","3","0","0","2","0","1","2","Direct 24hr|Direct Part-Time","8","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11910733","CARING VILLAGE OF MARGATE","MARGATE","Broward","111","10","5","$8,900.00","16","0","0","14","0","2","1","3rd Party Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910737","AVALON PARK RETIREMENT RESIDENCE, INC.","HOLLYWOOD","Broward","60","0","0","$0.00","2","0","0","2","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11910750","WILLIAMSBURG LANDING","WILTON MANORS","Broward","100","1","0","$0.00","1","0","0","1","0","0","1","Direct 24hr","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11910753","WINDSOR PLACE RETIREMENT HOME","WILTON MANORS","Broward","80","0","1","$3,000.00","6","0","0","4","1","1","1","3rd Party Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11910759","VITALITY LIVING HUDSON","HUDSON","Pasco","210","4","2","$7,000.00","18","2","0","15","0","1","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Other"
"11910760","WINDSOR HOUSE","CLEARWATER","Pinellas","25","3","0","$0.00","3","0","0","3","0","0","1","None","5","Arts and Crafts|Exercise Classes|Gardening|Music Programs|Shopping","NR","NR"
"11910765","UNION HOUSE","CLEARWATER","Pinellas","14","1","0","$0.00","0","0","0","0","0","0","1","None","6","Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Other","2","Occupational Therapy|Physical Therapy"
"11910770","SALTERRA SENIOR LIVING AT DUNEDIN","DUNEDIN","Pinellas","140","9","2","$1,000.00","8","1","1","6","0","0","NR","NR","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Memory Care"
"11910784","ST MARK VILLAGE, INC.","PALM HARBOR","Pinellas","88","1","0","$0.00","3","0","0","3","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","6","Audiology|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910785","ST. MARK ASSISTED LIVING CENTER","PALM HARBOR","Pinellas","75","1","1","$0.00","11","0","0","10","0","1","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Audiology|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11910786","WESTMINSTER SHORES, INC.","SAINT PETERSBURG","Pinellas","103","3","1","$2,000.00","6","0","0","3","0","3","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Massage Therapy/Spa|Occupational Therapy|Physical Therapy|Speech Therapy|Water Therapy"
"11910790","THE PAVILION OF NEW PORT RICHEY","NEW PORT RICHEY","Pasco","100","6","2","$5,450.00","4","0","0","3","0","1","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11910801","WESTMINSTER SUNCOAST","SAINT PETERSBURG","Pinellas","60","8","3","$7,000.00","20","0","1","19","0","0","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Yoga","5","Audiology|Massage Therapy/Spa|Occupational Therapy|Physical Therapy|Speech Therapy"
"11910804","SUNSHINE CHRISTIAN HOMES INC","HOLIDAY","Pasco","108","4","0","$0.00","8","0","0","8","0","0","1","None","9","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","2","Memory Care|Other"
"11910810","ELISON SENIOR LIVING COMMUNITY OF PINECREST","LARGO","Pinellas","120","9","1","$500.00","16","0","0","14","0","2","1","Direct 24hr","9","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11910833","EUPHORIAN HOUSE","CLEARWATER","Pinellas","13","1","1","$1,000.00","2","0","0","1","0","1","1","Direct 24hr","5","Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping","NR","NR"
"11910842","OAKS OF CLEARWATER, THE","CLEARWATER","Pinellas","175","9","3","$7,000.00","31","0","1","26","0","4","1","Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11910844","OAK MANOR SENIOR LIVING COMMUNITY","LARGO","Pinellas","150","9","4","$23,550.00","17","2","0","13","0","2","1","Direct 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11910857","SUNSET LOVING CARE INC","MIAMI","Miami-Dade","6","0","1","$800.00","9","0","1","8","0","0","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs","NR","NR"
"11910870","BAY OAKS HISTORIC RETIREMENT RESIDENCE INC","MIAMI","Miami-Dade","32","1","0","$0.00","8","0","1","7","0","0","1","None","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Pet Therapy"
"11910890","CARE AND LOVE RETIREMENT HOME, LLC","HIALEAH","Miami-Dade","20","3","3","$7,850.00","29","0","2","26","0","1","1","None","5","Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11910896","ADAM F/F INC","HIALEAH","Miami-Dade","21","0","1","$5,000.00","19","0","1","18","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11910910","ELPA HOME CARE CENTER","MIAMI","Miami-Dade","6","0","1","$4,125.00","10","0","0","10","0","0","1","3rd Party 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings","NR","NR"
"11910916","LAS PALMAS SENIOR LIVING","HIALEAH","Miami-Dade","200","3","5","$30,500.00","13","0","1","11","0","1","1","Direct 24hr","8","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11910926","VILLA ROSA I, INC.","HIALEAH","Miami-Dade","40","1","1","$5,000.00","20","0","0","20","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11910938","MARY FAMILY HOME LLC","MIAMI","Miami-Dade","6","1","0","$0.00","14","0","1","12","0","1","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11910948","WELLNESS ADVANTAGE HOME CARE, INC","CUTLER BAY","Miami-Dade","6","0","0","$0.00","9","0","0","9","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11910950","LEMAR HOME ALF LLC","MIAMI","Miami-Dade","6","1","3","$1,000.00","21","0","0","18","0","3","1","None","5","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings|Other","NR","NR"
"11910951","SALMOS 23 #4 LLC","HIALEAH","Miami-Dade","76","2","1","$4,000.00","9","0","0","9","0","0","1","None","6","Arts and Crafts|Dancing|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11910961","SALMOS 23 V LLC","HIALEAH","Miami-Dade","67","1","0","$0.00","9","0","0","8","0","1","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Social Events/Outings|Theater and Movies","NR","NR"
"11910963","HAZEL CYPEN TOWER","MIAMI","Miami-Dade","132","5","8","$36,000.00","40","0","9","31","0","0","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","2","Memory Care|Pet Therapy"
"11910964","TRIANA ELDERLY CARE, LLC","MIAMI","Miami-Dade","6","0","2","$6,500.00","17","0","0","14","0","3","1","None","4","Dancing|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11910969","JESUS OF NAZARETH ALF INC","MIAMI","Miami-Dade","14","2","0","$0.00","10","0","1","9","0","0","1","None","5","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11910970","TGL RESIDENCE ALF","MIAMI","Miami-Dade","9","0","2","$350.00","12","0","0","12","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11910982","NOELITO AMERICAN LIVING COMPANY","MIAMI","Miami-Dade","6","1","1","$3,750.00","17","0","1","15","0","1","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11910987","MAGGIE'S RETIREMENT HOME","MIAMI","Miami-Dade","22","0","1","$2,750.00","21","0","1","18","0","2","1","3rd Party 24hr","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11910988","APOSTOLADO HOME #3, INC","MIAMI","Miami-Dade","6","1","0","$0.00","8","0","0","8","0","0","1","3rd Party Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11910990","MAGIARI INC","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","3rd Party 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11910993","LOVE AND CARE ALF INC","MIAMI","Miami-Dade","6","0","0","$0.00","5","0","0","5","0","0","1","Direct 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11911004","MILLER HEIGHTS HOME","MIAMI","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11911005","MIDWAY RETIREMENT RESIDENCE","MIAMI","Miami-Dade","12","0","0","$0.00","12","0","0","12","0","0","1","None","2","Games/Cards|Shopping","NR","NR"
"11911011","GARDEN WALK ASSISTED LIVING CORP","HIALEAH","Miami-Dade","34","1","1","$500.00","5","0","0","3","0","2","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11911029","JC & C ALF, LLC","HIALEAH","Miami-Dade","14","1","1","$8,000.00","6","0","2","4","0","0","1","None","4","Arts and Crafts|Games/Cards|Shopping|Social Events/Outings","NR","NR"
"11911030","LUCILLE'S LOVING CARE","MIAMI GARDENS","Miami-Dade","14","0","0","$0.00","14","0","0","14","0","0","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11911032","PALACE AT KENDALL","MIAMI","Miami-Dade","510","8","0","$0.00","2","0","0","2","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","NR","NR"
"11911034","RENACER ALF","HIALEAH","Miami-Dade","22","1","0","$0.00","12","0","0","12","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Music Programs|Theater and Movies|Other","1","Pet Therapy"
"11911035","ST ANNE'S RESIDENCE","MIAMI","Miami-Dade","60","0","0","$0.00","5","0","0","5","0","0","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Other"
"11911036","CHARITY CARE INC","HIALEAH","Miami-Dade","20","0","0","$0.00","3","0","0","3","0","0","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
